Crash Breakdown,Crash Breakdown 2,Crash Severity,Cross Street Full Name,Cyclist Flag,Date Of Loss Year,Day Of Week,Derived Crash Congifuration,Heavy Veh Flag,Intersection Crash,Mid Block Crash,Month Of Year,Motorcycle Flag,Municipality Name,Municipality Name (ifnull),Municipality With Boundary,Parking Lot Flag,Pedestrian Flag,Region,Road Location Description,Street Full Name,Street Full Name (ifnull),Time Category,Crash Count,Latitude,Longitude,Number of Records
THURSDAY,VANCOUVER,PROPERTY DAMAGE ONLY,MAIN ST,Yes,2018,THURSDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 2ND AVE & MAIN ST,E 2ND AVE,E 2ND AVE,15:00-17:59,1,49.269078,-123.100707,1
WEDNESDAY,VANCOUVER,CASUALTY,BURRARD ST,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BURRARD ST & W 3RD AVE,W 3RD AVE,W 3RD AVE,18:00-20:59,1,49.2689,-123.145594,1
WEDNESDAY,VANCOUVER,CASUALTY,MAIN ST,Yes,2018,WEDNESDAY,UNDETERMINED,N,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 2ND AVE & MAIN ST,E 2ND AVE,E 2ND AVE,18:00-20:59,1,49.269078,-123.100707,1
SUNDAY,PORT COQUITLAM,CASUALTY,FLINT ST,Yes,2017,SUNDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,PORT COQUITLAM,PORT COQUITLAM,PORT COQUITLAM,No,No,LOWER MAINLAND,FLINT ST & FRASER AVE,FRASER AVE,FRASER AVE,00:00-02:59,1,49.269228,-122.772052,1
WEDNESDAY,VANCOUVER,CASUALTY,COLUMBIA ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,COLUMBIA ST & W 2ND AVE,W 2ND AVE,W 2ND AVE,06:00-08:59,1,49.26923,-123.109427,1
SATURDAY,VANCOUVER,CASUALTY,LORNE ST,Yes,2018,SATURDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 1ST AVE & LORNE ST,E 1ST AVE,E 1ST AVE,00:00-02:59,1,49.269214,-123.098838,1
SATURDAY,VANCOUVER,CASUALTY,E 1ST AVE,Yes,2016,SATURDAY,UNDETERMINED,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 1ST AVE & RUPERT ST & ACCESS ROAD,RUPERT ST,RUPERT ST,03:00-05:59,1,49.26945,-123.03369000000001,1
FRIDAY,BURNABY,PROPERTY DAMAGE ONLY,LOUGHEED HWY,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,BURNABY,BURNABY,BURNABY,No,No,LOWER MAINLAND,GILMORE AVE & LOUGHEED HWY,GILMORE AVE,GILMORE AVE,15:00-17:59,1,49.266065,-123.014347,1
SUNDAY,BURNABY,CASUALTY,ROSSER AVE,Yes,2018,SUNDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,BURNABY,BURNABY,BURNABY,No,No,LOWER MAINLAND,LOUGHEED HWY & ROSSER AVE,LOUGHEED HWY,LOUGHEED HWY,21:00-23:59,1,49.26648,-123.006016,1
TUESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,WYLIE ST,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,W 2ND AVE & W 4TH AVE & WYLIE ST,W 2ND AVE,W 2ND AVE,06:00-08:59,1,49.267507,-123.113031,1
TUESDAY,VANCOUVER,CASUALTY,E 2ND AVE,Yes,2018,TUESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 2ND AVE & SCOTIA ST,SCOTIA ST,SCOTIA ST,12:00-14:59,1,49.267737,-123.098202,1
TUESDAY,VANCOUVER,CASUALTY,COLUMBIA ST,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,COLUMBIA ST & W 2ND AVE,W 2ND AVE,W 2ND AVE,06:00-08:59,1,49.26923,-123.109427,1
TUESDAY,VANCOUVER,CASUALTY,MAIN ST,Yes,2016,TUESDAY,UNDETERMINED,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,INDUSTRIAL AVE & MAIN ST,INDUSTRIAL AVE,INDUSTRIAL AVE,15:00-17:59,1,49.270507,-123.100591,1
SUNDAY,VANCOUVER,CASUALTY,W 1ST AVE,Yes,2017,SUNDAY,UNDETERMINED,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ARBUTUS ST & W 1ST AVE,ARBUTUS ST,ARBUTUS ST,15:00-17:59,1,49.270783,-123.152669,1
MONDAY,VICTORIA,PROPERTY DAMAGE ONLY,NA,Yes,2019,MONDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,VICTORIA,VICTORIA,VICTORIA,No,No,VANCOUVER ISLAND,QUADRA ST,QUADRA ST,QUADRA ST,15:00-17:59,1,48.418665,-123.361456,1
SUNDAY,OAK BAY,CASUALTY,ROSLYN RD,Yes,2019,SUNDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,OAK BAY,OAK BAY,OAK BAY,No,No,VANCOUVER ISLAND,MCNEILL AVE & ROSLYN RD,MCNEILL AVE,MCNEILL AVE,09:00-11:59,1,48.420229,-123.317153,1
SUNDAY,VICTORIA,CASUALTY,OSWEGO ST,Yes,2019,SUNDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VICTORIA,VICTORIA,VICTORIA,No,No,VANCOUVER ISLAND,BELLEVILLE ST & OSWEGO ST,BELLEVILLE ST,BELLEVILLE ST,12:00-14:59,1,48.42163,-123.37415,1
TUESDAY,VICTORIA,CASUALTY,RICHARDSON ST,Yes,2018,TUESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VICTORIA,VICTORIA,VICTORIA,No,No,VANCOUVER ISLAND,COOK ST & RICHARDSON ST,COOK ST,COOK ST,06:00-08:59,1,48.419636,-123.354966,1
WEDNESDAY,SURREY,CASUALTY,FRASER HWY,Yes,2016,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,SURREY,SURREY,SURREY,No,No,LOWER MAINLAND,148 ST & FRASER HWY & TURNING LANE,148 ST,148 ST,15:00-17:59,1,49.170326,-122.812309,1
SATURDAY,RICHMOND,PROPERTY DAMAGE ONLY,LANSDOWNE RD,Yes,2019,SATURDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,RICHMOND,RICHMOND,RICHMOND,No,No,LOWER MAINLAND,LANSDOWNE RD & NO 3 RD,NO 3 RD,NO 3 RD,12:00-14:59,1,49.173863,-123.136744,1
TUESDAY,METCHOSIN,CASUALTY,ROCKY POINT RD,Yes,2016,TUESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,METCHOSIN,METCHOSIN,METCHOSIN,No,No,VANCOUVER ISLAND,ROCKY POINT RD & TAYLOR RD,TAYLOR RD,TAYLOR RD,12:00-14:59,1,48.372019,-123.547043,1
MONDAY,VICTORIA,CASUALTY,POINT ST,Yes,2017,MONDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VICTORIA,VICTORIA,VICTORIA,No,No,VANCOUVER ISLAND,MOSS ST & POINT ST,MOSS ST,MOSS ST,18:00-20:59,1,48.406633,-123.350963,1
SATURDAY,VANCOUVER,CASUALTY,NA,Yes,2015,SATURDAY,SINGLE VEHICLE,N,No,N,NOVEMBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,MARINE WAY,MARINE WAY,MARINE WAY,18:00-20:59,1,NA,NA,1
SUNDAY,SAANICH,PROPERTY DAMAGE ONLY,NA,Yes,2019,SUNDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,SAANICH,SAANICH,NA,No,No,VANCOUVER ISLAND,MCKENZIE AVE,MCKENZIE AVE,MCKENZIE AVE,12:00-14:59,1,NA,NA,1
MONDAY,NANAIMO,PROPERTY DAMAGE ONLY,NA,Yes,2019,MONDAY,SINGLE VEHICLE,N,No,N,APRIL,N,NANAIMO,NANAIMO,NA,No,No,VANCOUVER ISLAND,NANAIMO HARBOUR,NANAIMO HARBOUR,NANAIMO HARBOUR,12:00-14:59,1,NA,NA,1
MONDAY,PITT MEADOWS,CASUALTY,MCTAVISH RD,Yes,2017,MONDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,PITT MEADOWS,PITT MEADOWS,PITT MEADOWS,No,No,LOWER MAINLAND,FORD RD & MCTAVISH RD,FORD RD,FORD RD,18:00-20:59,1,49.222532,-122.717095,1
TUESDAY,BURNABY,CASUALTY,HUMPHRIES AVE,Yes,2019,TUESDAY,SINGLE VEHICLE,N,Yes,N,DECEMBER,N,BURNABY,BURNABY,BURNABY,No,No,LOWER MAINLAND,ELWELL ST & HUMPHRIES AVE,ELWELL ST,ELWELL ST,09:00-11:59,1,49.223382,-122.949931,1
SATURDAY,VANCOUVER,CASUALTY,E 51ST AVE,Yes,2018,SATURDAY,SINGLE VEHICLE,N,Yes,N,DECEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 51ST AVE & ONTARIO ST,ONTARIO ST,ONTARIO ST,12:00-14:59,1,49.223809,-123.105957,1
MONDAY,VANCOUVER,CASUALTY,PRINCE ALBERT ST,Yes,2016,MONDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 49TH AVE & PRINCE ALBERT ST,E 49TH AVE,E 49TH AVE,06:00-08:59,1,49.225419,-123.088019,1
SUNDAY,VANCOUVER,PROPERTY DAMAGE ONLY,SW MARINE DR,Yes,2015,SUNDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,MARINE CRES & SW MARINE DR,MARINE CRES,MARINE CRES,09:00-11:59,1,49.224215,-123.163984,1
SATURDAY,VANCOUVER,CASUALTY,QUEBEC ST,Yes,2018,SATURDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 51ST AVE & QUEBEC ST,E 51ST AVE,E 51ST AVE,15:00-17:59,1,49.223785,-123.103862,1
MONDAY,MAPLE RIDGE,PROPERTY DAMAGE ONLY,232 ST,Yes,2019,MONDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,MAPLE RIDGE,MAPLE RIDGE,MAPLE RIDGE,No,No,LOWER MAINLAND,122 AVE & 232 ST,122 AVE,122 AVE,15:00-17:59,1,49.223982,-122.579211,1
THURSDAY,SURREY,PROPERTY DAMAGE ONLY,NA,Yes,2017,THURSDAY,SINGLE VEHICLE,N,No,N,SEPTEMBER,N,SURREY,SURREY,NA,No,No,LOWER MAINLAND,FRASER HWY,FRASER HWY,FRASER HWY,12:00-14:59,1,NA,NA,1
MONDAY,WEST VANCOUVER,PROPERTY DAMAGE ONLY,NA,Yes,2017,MONDAY,SINGLE VEHICLE,N,No,N,JULY,Y,WEST VANCOUVER,WEST VANCOUVER,NA,No,No,LOWER MAINLAND,CYPRESS BOWL RD,CYPRESS BOWL RD,CYPRESS BOWL RD,09:00-11:59,1,NA,NA,1
TUESDAY,VANCOUVER,CASUALTY,NA,Yes,2017,TUESDAY,SINGLE VEHICLE,N,No,N,MAY,N,VANCOUVER,VANCOUVER,NA,Yes,No,LOWER MAINLAND,EAST HASTINGS,EAST HASTINGS,EAST HASTINGS,09:00-11:59,1,NA,NA,1
THURSDAY,VICTORIA,CASUALTY,NA,Yes,2019,THURSDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,VICTORIA,VICTORIA,NA,No,No,VANCOUVER ISLAND,ESPLANADE,ESPLANADE,ESPLANADE,15:00-17:59,1,NA,NA,1
SATURDAY,VANCOUVER,CASUALTY,ABBOTT ST,Yes,2018,SATURDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ABBOTT ST & EXPO BLVD & PAT QUINN WAY,EXPO BLVD,EXPO BLVD,18:00-20:59,1,49.278645,-123.107641,1
THURSDAY,VANCOUVER,PROPERTY DAMAGE ONLY,CARRALL ST,Yes,2017,THURSDAY,UNDETERMINED,N,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CARRALL ST & EXPO BLVD,EXPO BLVD,EXPO BLVD,15:00-17:59,1,49.278046,-123.106155,1
TUESDAY,PORT COQUITLAM,CASUALTY,LINCOLN AVE,Yes,2019,TUESDAY,UNDETERMINED,N,Yes,N,FEBRUARY,N,PORT COQUITLAM,PORT COQUITLAM,PORT COQUITLAM,No,No,LOWER MAINLAND,COAST MERIDIAN RD & LINCOLN AVE & LINCOLN DR,COAST MERIDIAN RD,COAST MERIDIAN RD,21:00-23:59,1,49.278459,-122.75613800000001,1
FRIDAY,VANCOUVER,CASUALTY,GORE AVE,Yes,2015,FRIDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E GEORGIA ST & GORE AVE,E GEORGIA ST,E GEORGIA ST,09:00-11:59,1,49.278531,-123.097066,1
MONDAY,VICTORIA,CASUALTY,NA,Yes,2016,MONDAY,UNDETERMINED,N,No,N,AUGUST,N,VICTORIA,VICTORIA,NA,No,No,VANCOUVER ISLAND,ISLAND HWY,ISLAND HWY,ISLAND HWY,18:00-20:59,1,NA,NA,1
THURSDAY,KELOWNA,CASUALTY,NA,Yes,2018,THURSDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,KELOWNA,KELOWNA,NA,No,No,SOUTHERN INTERIOR,SPRINGFIELD RD,SPRINGFIELD RD,SPRINGFIELD RD,15:00-17:59,1,NA,NA,1
SUNDAY,VANCOUVER,PROPERTY DAMAGE ONLY,NA,Yes,2018,SUNDAY,SINGLE VEHICLE,N,No,N,OCTOBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,STANLEY PARK DR,STANLEY PARK DR,STANLEY PARK DR,12:00-14:59,1,NA,NA,1
TUESDAY,COURTENAY,CASUALTY,NA,Yes,2018,TUESDAY,SINGLE VEHICLE,N,No,N,JUNE,N,COURTENAY,COURTENAY,NA,Yes,No,VANCOUVER ISLAND,OLD ISLAND HWY,OLD ISLAND HWY,OLD ISLAND HWY,06:00-08:59,1,NA,NA,1
THURSDAY,VANCOUVER,CASUALTY,NA,Yes,2016,THURSDAY,SINGLE VEHICLE,N,No,N,MAY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,PANDORA ST,PANDORA ST,PANDORA ST,09:00-11:59,1,NA,NA,1
WEDNESDAY,NORTH VANCOUVER,CASUALTY,NA,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,No,N,OCTOBER,N,NORTH VANCOUVER,NORTH VANCOUVER,NA,No,No,LOWER MAINLAND,SECOND NARROWS BRIDGE,SECOND NARROWS BRIDGE,SECOND NARROWS BRIDGE,15:00-17:59,1,NA,NA,1
FRIDAY,VANCOUVER,CASUALTY,NA,Yes,2018,FRIDAY,SINGLE VEHICLE,N,No,N,JUNE,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,PARK DR,PARK DR,PARK DR,15:00-17:59,1,NA,NA,1
MONDAY,VICTORIA,CASUALTY,NA,Yes,2019,MONDAY,SINGLE VEHICLE,N,No,N,JUNE,N,VICTORIA,VICTORIA,NA,No,No,VANCOUVER ISLAND,SAANICH RD,SAANICH RD,SAANICH RD,15:00-17:59,1,NA,NA,1
WEDNESDAY,VANCOUVER,CASUALTY,COMMERCIAL DR,Yes,2015,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ADANAC ST & COMMERCIAL DR,ADANAC ST,ADANAC ST,15:00-17:59,1,49.27757,-123.070476,1
THURSDAY,VANCOUVER,CASUALTY,COMMERCIAL DR,Yes,2016,THURSDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ADANAC ST & COMMERCIAL DR,ADANAC ST,ADANAC ST,09:00-11:59,1,49.27757,-123.070476,1
WEDNESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,CARRALL ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CARRALL ST & EXPO BLVD,EXPO BLVD,EXPO BLVD,09:00-11:59,1,49.278046,-123.106155,1
WEDNESDAY,PORT COQUITLAM,CASUALTY,LINCOLN AVE,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,PORT COQUITLAM,PORT COQUITLAM,PORT COQUITLAM,No,No,LOWER MAINLAND,COAST MERIDIAN RD & LINCOLN AVE & LINCOLN DR,COAST MERIDIAN RD,COAST MERIDIAN RD,15:00-17:59,1,49.278459,-122.75613800000001,1
WEDNESDAY,BURNABY,CASUALTY,GEORGIA ST,Yes,2019,WEDNESDAY,UNDETERMINED,N,Yes,N,SEPTEMBER,N,BURNABY,BURNABY,BURNABY,No,No,LOWER MAINLAND,GEORGIA ST & WILLINGDON AVE,WILLINGDON AVE,WILLINGDON AVE,15:00-17:59,1,49.278268,-123.003142,1
FRIDAY,VANCOUVER,CASUALTY,DAVIE ST,Yes,2016,FRIDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,DAVIE ST & HORNBY ST,HORNBY ST,HORNBY ST,06:00-08:59,1,49.278405,-123.128134,1
FRIDAY,VANCOUVER,CASUALTY,EXPO BLVD,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ABBOTT ST & EXPO BLVD & PAT QUINN WAY,ABBOTT ST,ABBOTT ST,18:00-20:59,1,49.278645,-123.107641,1
WEDNESDAY,NORTH VANCOUVER,CASUALTY,MACKAY RD,Yes,2016,WEDNESDAY,UNDETERMINED,N,Yes,N,APRIL,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,MACKAY RD & W 1ST ST,W 1ST ST,W 1ST ST,12:00-14:59,1,49.318129,-123.102393,1
TUESDAY,NORTH VANCOUVER,CASUALTY,MARINE DR,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,FELL AVE & MARINE DR,FELL AVE,FELL AVE,15:00-17:59,1,49.321159,-123.094648,1
SATURDAY,NORTH VANCOUVER,CASUALTY,FELL AVE,Yes,2017,SATURDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,FELL AVE & MARINE DR,MARINE DR,MARINE DR,15:00-17:59,1,49.321159,-123.094648,1
FRIDAY,NORTH VANCOUVER,CASUALTY,NA,Yes,2019,FRIDAY,SINGLE VEHICLE,N,No,N,MAY,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,Yes,No,LOWER MAINLAND,BROCKTON CRES,BROCKTON CRES,BROCKTON CRES,15:00-17:59,1,49.317298,-122.966431,1
WEDNESDAY,PARKSVILLE,CASUALTY,HIRST AVE E,Yes,2016,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,PARKSVILLE,PARKSVILLE,PARKSVILLE,No,No,VANCOUVER ISLAND,CRAIG ST & HIRST AVE E & HIRST AVE W,CRAIG ST,CRAIG ST,12:00-14:59,1,49.319401,-124.312552,1
THURSDAY,NORTH VANCOUVER,CASUALTY,LONSDALE AVE,Yes,2017,THURSDAY,UNDETERMINED,N,Yes,N,NOVEMBER,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,E 3RD ST & LONSDALE AVE & W 3RD ST,E 3RD ST,E 3RD ST,06:00-08:59,1,49.31343,-123.077042,1
WEDNESDAY,NORTH VANCOUVER,CASUALTY,LYTTON ST,Yes,2016,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,LYTTON ST & MT SEYMOUR PKY,MT SEYMOUR PKY,MT SEYMOUR PKY,12:00-14:59,1,49.315281,-123.00129,1
WEDNESDAY,NORTH VANCOUVER,CASUALTY,W 2ND ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,BEWICKE AVE & W 2ND ST,BEWICKE AVE,BEWICKE AVE,15:00-17:59,1,49.319051,-123.091577,1
TUESDAY,NORTH VANCOUVER,CASUALTY,PEMBERTON AVE,Yes,2019,TUESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,PEMBERTON AVE & WELCH ST,WELCH ST,WELCH ST,15:00-17:59,1,49.317544,-123.107919,1
SATURDAY,NORTH VANCOUVER,CASUALTY,STRATHCONA RD,Yes,2017,SATURDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,DEEP COVE RD & STRATHCONA RD,DEEP COVE RD,DEEP COVE RD,12:00-14:59,1,49.317662,-122.953598,1
THURSDAY,NORTH VANCOUVER,CASUALTY,W KEITH RD,Yes,2015,THURSDAY,SIDE SWIPE - SAME DIRECTION,N,Yes,N,SEPTEMBER,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,BEWICKE AVE & MARINE DR & W 3RD ST & W KEITH RD,BEWICKE AVE,BEWICKE AVE,15:00-17:59,1,49.320038,-123.091403,1
THURSDAY,NORTH VANCOUVER,CASUALTY,W 3RD ST,Yes,2015,THURSDAY,SINGLE VEHICLE,Y,Yes,N,JULY,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,4TH ST & W 2ND ST & W 3RD ST,W 2ND ST,W 2ND ST,15:00-17:59,1,49.319047,-123.089786,1
TUESDAY,NORTH VANCOUVER,CASUALTY,BEWICKE AVE,Yes,2016,TUESDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,BEWICKE AVE & W 2ND ST,W 2ND ST,W 2ND ST,15:00-17:59,1,49.319051,-123.091577,1
TUESDAY,NORTH VANCOUVER,CASUALTY,CHESTERFIELD AVE,Yes,2017,TUESDAY,SIDE IMPACT,N,Yes,N,OCTOBER,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,CHESTERFIELD AVE & W 3RD ST,W 3RD ST,W 3RD ST,12:00-14:59,1,49.314795,-123.080147,1
FRIDAY,NORTH VANCOUVER,CASUALTY,WELCH ST,Yes,2016,FRIDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,PEMBERTON AVE & WELCH ST,PEMBERTON AVE,PEMBERTON AVE,06:00-08:59,1,49.317544,-123.107919,1
WEDNESDAY,NORTH VANCOUVER,CASUALTY,PEMBERTON AVE,Yes,2019,WEDNESDAY,UNDETERMINED,N,Yes,N,JULY,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,Yes,No,LOWER MAINLAND,PEMBERTON AVE & W 15TH ST,W 15TH ST,W 15TH ST,09:00-11:59,1,49.322044,-123.107785,1
TUESDAY,WEST VANCOUVER,CASUALTY,BELLEVUE AVE,Yes,2018,TUESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,WEST VANCOUVER,WEST VANCOUVER,WEST VANCOUVER,Yes,No,LOWER MAINLAND,15TH ST & BELLEVUE AVE,15TH ST,15TH ST,12:00-14:59,1,49.327413,-123.15677,1
WEDNESDAY,VANCOUVER,CASUALTY,W 60TH AVE,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,HEATHER ST & W 60TH AVE,HEATHER ST,HEATHER ST,15:00-17:59,1,49.216061,-123.123915,1
MONDAY,MAPLE RIDGE,CASUALTY,NA,Yes,2018,MONDAY,SINGLE VEHICLE,N,No,Y,MAY,N,MAPLE RIDGE,MAPLE RIDGE,MAPLE RIDGE,Yes,No,LOWER MAINLAND,LOUGHEED HWY,LOUGHEED HWY,LOUGHEED HWY,15:00-17:59,1,49.217029,-122.622054,1
TUESDAY,MAPLE RIDGE,CASUALTY,LOUGHEED HWY,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,MAPLE RIDGE,MAPLE RIDGE,MAPLE RIDGE,No,No,LOWER MAINLAND,216 ST & LOUGHEED HWY,216 ST,216 ST,15:00-17:59,1,49.217037,-122.622845,1
FRIDAY,MAPLE RIDGE,CASUALTY,LOUGHEED HWY,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,MAPLE RIDGE,MAPLE RIDGE,MAPLE RIDGE,No,No,LOWER MAINLAND,216 ST & LOUGHEED HWY,216 ST,216 ST,09:00-11:59,1,49.217037,-122.622845,1
WEDNESDAY,NEW WESTMINSTER,CASUALTY,NA,Yes,2015,WEDNESDAY,SINGLE VEHICLE,N,No,Y,APRIL,N,NEW WESTMINSTER,NEW WESTMINSTER,NEW WESTMINSTER,Yes,No,LOWER MAINLAND,EIGHTH ST,EIGHTH ST,EIGHTH ST,18:00-20:59,1,49.214893000000004,-122.928827,1
SUNDAY,MAPLE RIDGE,CASUALTY,LOUGHEED HWY,Yes,2015,SUNDAY,UNDETERMINED,N,Yes,N,OCTOBER,N,MAPLE RIDGE,MAPLE RIDGE,MAPLE RIDGE,Yes,No,LOWER MAINLAND,228 ST & LOUGHEED HWY,228 ST,228 ST,00:00-02:59,1,49.215969,-122.590379,1
TUESDAY,VANCOUVER,CASUALTY,ONTARIO ST,Yes,2016,TUESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 59TH AVE & ONTARIO ST & W 59TH AVE,W 59TH AVE,W 59TH AVE,18:00-20:59,1,49.216818,-123.106223,1
