Crash Breakdown,Crash Breakdown 2,Crash Severity,Cross Street Full Name,Cyclist Flag,Date Of Loss Year,Day Of Week,Derived Crash Congifuration,Heavy Veh Flag,Intersection Crash,Mid Block Crash,Month Of Year,Motorcycle Flag,Municipality Name,Municipality Name (ifnull),Municipality With Boundary,Parking Lot Flag,Pedestrian Flag,Region,Road Location Description,Street Full Name,Street Full Name (ifnull),Time Category,Crash Count,Latitude,Longitude,Number of Records
SATURDAY,VANCOUVER,PROPERTY DAMAGE ONLY,JOHN ST,Yes,2016,SATURDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 28TH AVE & JOHN ST,E 28TH AVE,E 28TH AVE,15:00-17:59,1,49.245646,-123.097368,1
WEDNESDAY,VANCOUVER,CASUALTY,ROBSON ST,Yes,2016,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BEATTY ST & ROBSON ST,BEATTY ST,BEATTY ST,15:00-17:59,1,49.277588,-123.113963,1
TUESDAY,VANCOUVER,CASUALTY,HARWOOD ST,Yes,2017,TUESDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BURRARD ST & HARWOOD ST,BURRARD ST,BURRARD ST,18:00-20:59,1,49.277669,-123.131347,1
WEDNESDAY,VANCOUVER,CASUALTY,THURLOW ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,PACIFIC ST & THURLOW ST,PACIFIC ST,PACIFIC ST,18:00-20:59,1,49.278256,-123.134424,1
FRIDAY,VANCOUVER,CASUALTY,SMITHE ST,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,RICHARDS ST & SMITHE ST,RICHARDS ST,RICHARDS ST,21:00-23:59,1,49.279049,-123.119478,1
THURSDAY,VANCOUVER,CASUALTY,DAVIE ST,Yes,2017,THURSDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BURRARD ST & DAVIE ST,BURRARD ST,BURRARD ST,18:00-20:59,1,49.279077,-123.129182,1
THURSDAY,VANCOUVER,PROPERTY DAMAGE ONLY,DAVIE ST,Yes,2016,THURSDAY,SINGLE VEHICLE,N,Yes,N,DECEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BURRARD ST & DAVIE ST,BURRARD ST,BURRARD ST,09:00-11:59,1,49.279077,-123.129182,1
TUESDAY,VANCOUVER,CASUALTY,HEATLEY AVE,Yes,2018,TUESDAY,SIDE IMPACT,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,HEATLEY AVE & UNION ST,UNION ST,UNION ST,15:00-17:59,1,49.277481,-123.089697,1
SATURDAY,VANCOUVER,CASUALTY,UNION ST,Yes,2016,SATURDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,JACKSON AVE & UNION ST,JACKSON AVE,JACKSON AVE,12:00-14:59,1,49.277558,-123.093588,1
FRIDAY,VANCOUVER,CASUALTY,EXPO BLVD,Yes,2018,FRIDAY,UNDETERMINED,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CARRALL ST & EXPO BLVD,CARRALL ST,CARRALL ST,18:00-20:59,1,49.278046,-123.106155,1
MONDAY,VANCOUVER,CASUALTY,LAKEWOOD DR,Yes,2018,MONDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,FERNDALE ST & LAKEWOOD DR,FERNDALE ST,FERNDALE ST,06:00-08:59,1,49.279663,-123.061738,1
FRIDAY,VANCOUVER,CASUALTY,SMITHE ST,Yes,2016,FRIDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,HOWE ST & SMITHE ST,HOWE ST,HOWE ST,06:00-08:59,1,49.280985,-123.122436,1
SATURDAY,VANCOUVER,CASUALTY,DUNSMUIR ST,Yes,2016,SATURDAY,REAR END,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BEATTY ST & DUNSMUIR ST & DUNSMUIR VIADUCT,BEATTY ST,BEATTY ST,03:00-05:59,1,49.279839,-123.110537,1
FRIDAY,VANCOUVER,PROPERTY DAMAGE ONLY,BEACH AVE,Yes,2017,FRIDAY,UNDETERMINED,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BEACH AVE & BURRARD ST BRIDGE,BURRARD ST,BURRARD ST,15:00-17:59,1,49.276325,-123.134146,1
SUNDAY,VANCOUVER,CASUALTY,E PENDER ST,Yes,2017,SUNDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,E PENDER ST & MAIN ST,MAIN ST,MAIN ST,09:00-11:59,1,49.280381,-123.099699,1
MONDAY,VANCOUVER,CASUALTY,BURRARD ST,Yes,2017,MONDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BURRARD ST & W 4TH AVE,W 4TH AVE,W 4TH AVE,15:00-17:59,1,49.268005,-123.14564,1
FRIDAY,VANCOUVER,CASUALTY,SPYGLASS PL,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,COMMODORE RD & SPYGLASS PL,COMMODORE RD,COMMODORE RD,15:00-17:59,1,49.267917,-123.115317,1
WEDNESDAY,VANCOUVER,CASUALTY,W 2ND AVE,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,PINE ST & W 2ND AVE,PINE ST,PINE ST,06:00-08:59,1,49.269745,-123.14317,1
WEDNESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,MANITOBA ST,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,MANITOBA ST & W 1ST AVE,W 1ST AVE,W 1ST AVE,06:00-08:59,1,49.270239,-123.106638,1
SUNDAY,VANCOUVER,CASUALTY,W 1ST AVE,Yes,2019,SUNDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,PINE ST & W 1ST AVE,PINE ST,PINE ST,12:00-14:59,1,49.270628,-123.143129,1
MONDAY,VANCOUVER,CASUALTY,NA,Yes,2018,MONDAY,SINGLE VEHICLE,N,No,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,POINT GREY RD,POINT GREY RD,POINT GREY RD,12:00-14:59,1,49.271324,-123.190599,1
TUESDAY,VANCOUVER,CASUALTY,BAYSWATER ST,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,BAYSWATER ST & W 4TH AVE,W 4TH AVE,W 4TH AVE,09:00-11:59,1,49.268422,-123.171072,1
TUESDAY,VANCOUVER,CASUALTY,W 5TH AVE,Yes,2018,TUESDAY,SIDE IMPACT,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 5TH AVE & ONTARIO ST & W 5TH AVE,ONTARIO ST,ONTARIO ST,09:00-11:59,1,49.266496,-123.104753,1
SATURDAY,VANCOUVER,CASUALTY,NA,Yes,2019,SATURDAY,SINGLE VEHICLE,N,No,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,RUPERT ST,RUPERT ST,RUPERT ST,18:00-20:59,1,49.267791,-123.033604,1
MONDAY,VANCOUVER,CASUALTY,MAIN ST,Yes,2019,MONDAY,UNDETERMINED,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 1ST AVE & MAIN ST,E 1ST AVE,E 1ST AVE,06:00-08:59,1,49.270128,-123.100736,1
FRIDAY,VANCOUVER,CASUALTY,E 1ST AVE,Yes,2016,FRIDAY,UNDETERMINED,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,COTTON DR & E 1ST AVE,COTTON DR,COTTON DR,09:00-11:59,1,49.269601,-123.071574,1
WEDNESDAY,VANCOUVER,CASUALTY,YEW ST,Yes,2016,WEDNESDAY,UNDETERMINED,Y,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,W 2ND AVE & YEW ST,W 2ND AVE,W 2ND AVE,06:00-08:59,1,49.269938,-123.155074,1
SATURDAY,VANCOUVER,CASUALTY,CLARK DR,Yes,2015,SATURDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CLARK DR & E 4TH AVE,E 4TH AVE,E 4TH AVE,06:00-08:59,1,49.266925,-123.077408,1
FRIDAY,VANCOUVER,CASUALTY,E 1ST AVE,Yes,2019,FRIDAY,SIDE IMPACT,N,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 1ST AVE & VICTORIA DR,VICTORIA DR,VICTORIA DR,15:00-17:59,1,49.26956,-123.065769,1
SUNDAY,VANCOUVER,CASUALTY,CLARK DR,Yes,2018,SUNDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CLARK DR & E 1ST AVE & GRANDVIEW VIADUCT,E 1ST AVE,E 1ST AVE,12:00-14:59,1,49.269649,-123.077365,1
FRIDAY,VANCOUVER,CASUALTY,W 2ND AVE,Yes,2016,FRIDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,FIR ST & W 2ND AVE,FIR ST,FIR ST,06:00-08:59,1,49.269712,-123.140791,1
THURSDAY,VANCOUVER,CASUALTY,YORK AVE,Yes,2016,THURSDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,MAPLE ST & YORK AVE,MAPLE ST,MAPLE ST,06:00-08:59,1,49.271612,-123.150292,1
TUESDAY,VANCOUVER,CASUALTY,YORK AVE,Yes,2016,TUESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ARBUTUS ST & YORK AVE,ARBUTUS ST,ARBUTUS ST,09:00-11:59,1,49.271649,-123.152636,1
WEDNESDAY,VANCOUVER,CASUALTY,BURRARD ST,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BURRARD ST & W 1ST AVE,W 1ST AVE,W 1ST AVE,15:00-17:59,1,49.270666,-123.145483,1
FRIDAY,VANCOUVER,PROPERTY DAMAGE ONLY,W 3RD AVE,Yes,2019,FRIDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 3RD AVE & ONTARIO ST & W 3RD AVE,ONTARIO ST,ONTARIO ST,09:00-11:59,1,49.268301,-123.104686,1
THURSDAY,VANCOUVER,CASUALTY,ONTARIO ST,Yes,2019,THURSDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 3RD AVE & ONTARIO ST & W 3RD AVE,W 3RD AVE,W 3RD AVE,15:00-17:59,1,49.268301,-123.104686,1
MONDAY,VANCOUVER,PROPERTY DAMAGE ONLY,E 1ST AVE,Yes,2017,MONDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 1ST AVE & LAKEWOOD DR,LAKEWOOD DR,LAKEWOOD DR,15:00-17:59,1,49.269534,-123.061901,1
MONDAY,VANCOUVER,CASUALTY,PINE ST,Yes,2017,MONDAY,UNDETERMINED,Y,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,PINE ST & W 4TH AVE,W 4TH AVE,W 4TH AVE,06:00-08:59,1,49.267984,-123.14324,1
FRIDAY,VANCOUVER,CASUALTY,WYLIE ST,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,W 1ST AVE & WYLIE ST,W 1ST AVE,W 1ST AVE,18:00-20:59,1,49.268258,-123.113979,1
SATURDAY,VANCOUVER,CASUALTY,ALMA ST,Yes,2015,SATURDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ALMA ST & W 4TH AVE,W 4TH AVE,W 4TH AVE,21:00-23:59,1,49.268607,-123.185686,1
MONDAY,VANCOUVER,CASUALTY,NA,Yes,2018,MONDAY,UNDETERMINED,N,No,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 1ST AVE,E 1ST AVE,E 1ST AVE,06:00-08:59,1,49.268796,-123.09811,1
FRIDAY,VANCOUVER,CASUALTY,COLUMBIA ST,Yes,2015,FRIDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,COLUMBIA ST & W 3RD AVE,W 3RD AVE,W 3RD AVE,15:00-17:59,1,49.26839,-123.109434,1
WEDNESDAY,VANCOUVER,CASUALTY,COOK ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,COOK ST & W 1ST AVE,W 1ST AVE,W 1ST AVE,15:00-17:59,1,49.269749,-123.110788,1
FRIDAY,VANCOUVER,CASUALTY,E 2ND AVE,Yes,2017,FRIDAY,UNDETERMINED,N,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 2ND AVE & QUEBEC ST,QUEBEC ST,QUEBEC ST,00:00-02:59,1,49.269212,-123.102714,1
TUESDAY,VANCOUVER,CASUALTY,NA,Yes,2018,TUESDAY,UNDETERMINED,N,No,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BURRARD ST,BURRARD ST,BURRARD ST,15:00-17:59,1,49.269993,-123.145542,1
THURSDAY,VANCOUVER,CASUALTY,MAIN ST,Yes,2016,THURSDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 1ST AVE & MAIN ST,E 1ST AVE,E 1ST AVE,15:00-17:59,1,49.270128,-123.100736,1
TUESDAY,VANCOUVER,CASUALTY,QUEBEC ST,Yes,2016,TUESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 1ST AVE & QUEBEC ST,E 1ST AVE,E 1ST AVE,15:00-17:59,1,49.270157,-123.102714,1
WEDNESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,CARTWRIGHT ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ANDERSON ST & CARTWRIGHT ST & DURANLEAU ST,ANDERSON ST,ANDERSON ST,18:00-20:59,1,49.270629,-123.136053,1
WEDNESDAY,VANCOUVER,CASUALTY,COMMERCIAL DR,Yes,2015,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,COMMERCIAL DR & E 3RD AVE,E 3RD AVE,E 3RD AVE,12:00-14:59,1,49.267792,-123.069678,1
WEDNESDAY,VANCOUVER,CASUALTY,BLENHEIM ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BLENHEIM ST & W 3RD AVE,W 3RD AVE,W 3RD AVE,06:00-08:59,1,49.269399,-123.177652,1
SUNDAY,VANCOUVER,PROPERTY DAMAGE ONLY,LAKEWOOD DR,Yes,2015,SUNDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 1ST AVE & LAKEWOOD DR,E 1ST AVE,E 1ST AVE,15:00-17:59,1,49.269534,-123.061901,1
WEDNESDAY,VANCOUVER,CASUALTY,E 2ND AVE,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 2ND AVE & VICTORIA DR,VICTORIA DR,VICTORIA DR,12:00-14:59,1,49.268669,-123.065784,1
WEDNESDAY,VANCOUVER,CASUALTY,SW MARINE DR,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,MACDONALD ST & SW MARINE DR,MACDONALD ST,MACDONALD ST,06:00-08:59,1,49.225788,-123.168416,1
MONDAY,VANCOUVER,PROPERTY DAMAGE ONLY,PRINCE EDWARD ST,Yes,2016,MONDAY,SINGLE VEHICLE,N,Yes,N,FEBRUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 51ST AVE & PRINCE EDWARD ST,E 51ST AVE,E 51ST AVE,15:00-17:59,1,49.223669,-123.097573,1
WEDNESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,E 49TH AVE,Yes,2019,WEDNESDAY,UNDETERMINED,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 49TH AVE & TYNE ST,TYNE ST,TYNE ST,15:00-17:59,1,49.22464,-123.032269,1
WEDNESDAY,VANCOUVER,CASUALTY,CULLODEN ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CULLODEN ST & E 49TH AVE,E 49TH AVE,E 49TH AVE,18:00-20:59,1,49.225305,-123.078683,1
FRIDAY,VANCOUVER,CASUALTY,FLEMING ST,Yes,2016,FRIDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 49TH AVE & FLEMING ST,E 49TH AVE,E 49TH AVE,21:00-23:59,1,49.225257,-123.073161,1
THURSDAY,VANCOUVER,CASUALTY,ONTARIO ST,Yes,2019,THURSDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 49TH AVE & ONTARIO ST & W 49TH AVE,E 49TH AVE,E 49TH AVE,06:00-08:59,1,49.225745,-123.105898,1
TUESDAY,VANCOUVER,CASUALTY,MACDONALD ST,Yes,2019,TUESDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,MACDONALD ST & SW MARINE DR,SW MARINE DR,SW MARINE DR,09:00-11:59,1,49.225788,-123.168416,1
TUESDAY,VANCOUVER,CASUALTY,MACDONALD ST,Yes,2019,TUESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,MACDONALD ST & SW MARINE DR,SW MARINE DR,SW MARINE DR,09:00-11:59,1,49.225788,-123.168416,1
TUESDAY,VANCOUVER,CASUALTY,SW MARINE DR,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CEDARHURST ST & SW MARINE DR & W 49TH AVE,W 49TH AVE,W 49TH AVE,18:00-20:59,1,49.227367,-123.171556,1
SUNDAY,VANCOUVER,CASUALTY,TISDALL ST,Yes,2016,SUNDAY,SIDE IMPACT,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,TISDALL ST & W 49TH AVE,W 49TH AVE,W 49TH AVE,15:00-17:59,1,49.22629,-123.121801,1
FRIDAY,VANCOUVER,CASUALTY,NELSON ST,Yes,2017,FRIDAY,UNDETERMINED,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,HOMER ST & NELSON ST,HOMER ST,HOMER ST,15:00-17:59,1,49.277347,-123.120093,1
THURSDAY,VANCOUVER,CASUALTY,JUNG LANE,Yes,2019,THURSDAY,UNDETERMINED,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BURRARD ST & JUNG LANE,BURRARD ST,BURRARD ST,15:00-17:59,1,49.27736,-123.131816,1
THURSDAY,VANCOUVER,CASUALTY,UNION ST,Yes,2018,THURSDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMPBELL AVE & UNION ST,CAMPBELL AVE,CAMPBELL AVE,00:00-02:59,1,49.277399,-123.084959,1
FRIDAY,VANCOUVER,PROPERTY DAMAGE ONLY,ADANAC ST,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ADANAC ST & SKEENA ST,SKEENA ST,SKEENA ST,15:00-17:59,1,49.277431,-123.02835,1
MONDAY,VANCOUVER,CASUALTY,JACKSON AVE,Yes,2017,MONDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,JACKSON AVE & UNION ST,UNION ST,UNION ST,15:00-17:59,1,49.277558,-123.093588,1
WEDNESDAY,VANCOUVER,CASUALTY,UNION ST,Yes,2015,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,FEBRUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,GORE AVE & UNION ST,GORE AVE,GORE AVE,12:00-14:59,1,49.277617,-123.096963,1
THURSDAY,VANCOUVER,CASUALTY,MAIN ST,Yes,2017,THURSDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,MAIN ST & MAIN ST ONRAMP & UNION ST,UNION ST,UNION ST,18:00-20:59,1,49.277634,-123.099817,1
MONDAY,VANCOUVER,CASUALTY,SMITHE ST,Yes,2019,MONDAY,UNDETERMINED,Y,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST & SMITHE ST,CAMBIE ST,CAMBIE ST,06:00-08:59,1,49.277167,-123.116587,1
TUESDAY,VANCOUVER,CASUALTY,GLEN DR,Yes,2017,TUESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,GLEN DR & UNION ST,UNION ST,UNION ST,06:00-08:59,1,49.277339,-123.081372,1
SATURDAY,VANCOUVER,PROPERTY DAMAGE ONLY,NA,Yes,2015,SATURDAY,SINGLE VEHICLE,N,No,Y,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,ADANAC ST,ADANAC ST,ADANAC ST,09:00-11:59,1,49.277474,-123.050743,1
WEDNESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,NA,Yes,2018,WEDNESDAY,UNDETERMINED,N,No,Y,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BURRARD ST,BURRARD ST,BURRARD ST,15:00-17:59,1,49.280297,-123.127351,1
TUESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,SMITHE ST,Yes,2016,TUESDAY,UNDETERMINED,N,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,GRANVILLE ST & SMITHE ST,GRANVILLE ST,GRANVILLE ST,06:00-08:59,1,49.280325,-123.121393,1
WEDNESDAY,VANCOUVER,CASUALTY,UNION ST,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,PRINCESS AVE & UNION ST,PRINCESS AVE,PRINCESS AVE,15:00-17:59,1,49.277514,-123.091647,1
SATURDAY,VANCOUVER,CASUALTY,THURLOW ST,Yes,2019,SATURDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BEACH AVE & THURLOW ST,BEACH AVE,BEACH AVE,15:00-17:59,1,49.277593,-123.135424,1
TUESDAY,VANCOUVER,CASUALTY,MCLEAN DR,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ADANAC ST & MCLEAN DR,ADANAC ST,ADANAC ST,06:00-08:59,1,49.277638,-123.074142,1
WEDNESDAY,VANCOUVER,CASUALTY,MCLEAN DR,Yes,2016,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ADANAC ST & MCLEAN DR,ADANAC ST,ADANAC ST,15:00-17:59,1,49.277638,-123.074142,1
WEDNESDAY,VANCOUVER,CASUALTY,RAYMUR AVE,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,RAYMUR AVE & UNION ST,UNION ST,UNION ST,15:00-17:59,1,49.277371,-123.083287,1
MONDAY,VANCOUVER,CASUALTY,ADANAC ST,Yes,2019,MONDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ADANAC ST & KAMLOOPS ST,KAMLOOPS ST,KAMLOOPS ST,09:00-11:59,1,49.27747,-123.054611,1
MONDAY,VANCOUVER,CASUALTY,RICHARDS ST,Yes,2019,MONDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,NELSON ST & RICHARDS ST,NELSON ST,NELSON ST,15:00-17:59,1,49.277982,-123.121081,1
